Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpBBPeriod,InpBBDeviation
33,15190.98,190.98,2.728286,2.848074,0.956191,1.353497,199.10000000000036,1.3219,70,30,2.15
47,15190.60,190.60,2.762319,2.889748,0.949109,1.330986,199.10000000000036,1.3290,69,33,2.20
20,15190.46,190.46,2.682535,2.871107,0.948412,1.397184,199.09999999999854,1.3294,71,39,2.05
58,15189.85,189.85,2.791912,2.882312,0.945374,1.335104,199.10000000000036,1.3291,68,33,2.25
42,15189.17,189.17,2.702429,2.858434,0.941988,1.397933,199.10000000000036,1.3295,70,39,2.15
31,15189.17,189.17,2.702429,2.858434,0.941988,1.397933,199.10000000000036,1.3295,70,39,2.10
45,15189.08,189.08,2.740290,2.829688,0.946678,1.343162,199.10000000000036,1.3219,69,31,2.20
53,15188.47,188.47,2.812985,2.883570,0.938502,1.421002,199.10000000000036,1.3296,67,39,2.20
55,15187.66,187.66,2.800896,2.820704,0.939568,1.344814,199.09999999999854,1.3222,67,30,2.25
80,15186.91,186.91,2.875538,2.859246,0.930734,1.329980,199.09999999999854,1.3293,65,33,2.35
69,15186.85,186.85,2.831061,2.857541,0.930435,1.323984,199.10000000000036,1.3293,66,33,2.30
103,15186.79,186.79,2.964921,2.891353,0.930136,1.370843,199.10000000000036,1.3295,63,34,2.45
92,15186.79,186.79,2.964921,2.891353,0.930136,1.370843,199.10000000000036,1.3295,63,34,2.40
56,15186.08,186.08,2.777313,2.805375,0.931658,1.331987,199.10000000000036,1.3222,67,31,2.25
66,15186.01,186.01,2.818333,2.804696,0.931307,1.333976,199.10000000000036,1.3223,66,30,2.30
91,15185.26,185.26,2.894688,2.842833,0.922518,1.319211,199.10000000000036,1.3295,64,33,2.40
77,15185.18,185.18,2.848923,2.796643,0.927152,1.330243,199.10000000000036,1.3224,65,30,2.35
68,15184.49,184.49,2.753582,2.785272,0.923697,1.294164,199.09999999999854,1.3224,67,32,2.30
57,15184.49,184.49,2.753582,2.785272,0.923697,1.294164,199.09999999999854,1.3224,67,32,2.25
64,15184.17,184.17,2.833385,2.840596,0.917090,1.402370,199.09999999999854,1.3300,65,39,2.25
79,15182.84,182.84,2.770303,2.769305,0.915436,1.283515,199.10000000000036,1.3226,66,32,2.35
88,15182.38,182.38,2.941613,2.819070,0.913133,1.340044,199.10000000000036,1.3226,62,30,2.40
114,15182.37,182.37,2.989672,2.846598,0.908127,1.354586,199.10000000000036,1.3299,61,34,2.50
97,15181.63,181.63,2.977541,2.828551,0.904442,1.395187,199.10000000000036,1.3302,61,39,2.40
86,15181.63,181.63,2.977541,2.828551,0.904442,1.395187,199.10000000000036,1.3302,61,39,2.35
75,15181.17,181.17,2.875714,2.815513,0.902151,1.391623,199.09999999999854,1.3303,63,39,2.30
21,15180.70,180.70,2.657353,2.779244,0.899811,1.326757,199.10000000000036,1.3303,68,40,2.05
119,15180.57,180.57,3.060508,2.818612,0.899163,1.391917,199.10000000000036,1.3303,59,39,2.50
108,15180.57,180.57,3.060508,2.818612,0.899163,1.391917,199.10000000000036,1.3303,59,39,2.45
10,15180.57,180.57,2.616957,2.775691,0.899163,1.325792,199.10000000000036,1.3303,69,40,2.00
67,15180.13,180.13,2.814531,2.747647,0.901868,1.301968,199.10000000000036,1.3227,64,31,2.30
89,15179.30,179.30,2.846032,2.739594,0.897712,1.298171,199.10000000000036,1.3228,63,31,2.40
78,15179.30,179.30,2.846032,2.739594,0.897712,1.298171,199.10000000000036,1.3228,63,31,2.35
90,15179.21,179.21,2.890484,2.782652,0.897261,1.288200,199.10000000000036,1.3229,62,32,2.40
43,15178.90,178.90,2.752308,2.792046,0.890848,1.352215,199.10000000000036,1.3305,65,40,2.15
32,15178.90,178.90,2.752308,2.792046,0.890848,1.352215,199.10000000000036,1.3305,65,40,2.10
112,15178.30,178.30,2.922951,2.773600,0.892705,1.287549,199.10000000000036,1.3230,61,32,2.50
101,15178.30,178.30,2.922951,2.773600,0.892705,1.287549,199.10000000000036,1.3230,61,32,2.45
110,15178.08,178.08,2.968000,2.776182,0.891604,1.320682,199.09999999999854,1.3230,60,30,2.50
99,15178.08,178.08,2.968000,2.776182,0.891604,1.320682,199.09999999999854,1.3230,60,30,2.45
54,15177.25,177.25,2.769531,2.775518,0.882631,1.340842,199.10000000000036,1.3307,64,40,2.20
102,15177.22,177.22,2.953667,2.798093,0.882482,1.309339,199.10000000000036,1.3302,60,33,2.45
111,15176.50,176.50,2.941667,2.760423,0.883693,1.307479,199.10000000000036,1.3230,60,31,2.50
100,15176.50,176.50,2.941667,2.760423,0.883693,1.307479,199.10000000000036,1.3230,60,31,2.45
113,15176.31,176.31,2.988305,2.788860,0.877950,1.308877,199.10000000000036,1.3303,59,33,2.50
65,15174.25,174.25,2.810484,2.750201,0.867692,1.329523,199.10000000000036,1.3309,62,40,2.25
109,15171.89,171.89,3.015614,2.735211,0.855941,1.317386,199.09999999999854,1.3311,57,40,2.45
98,15170.41,170.41,2.938103,2.719576,0.848571,1.313428,199.10000000000036,1.3313,58,40,2.40
87,15169.95,169.95,2.832500,2.707011,0.846280,1.309856,199.10000000000036,1.3313,60,40,2.35
76,15169.95,169.95,2.832500,2.707011,0.846280,1.309856,199.10000000000036,1.3313,60,40,2.30
120,15169.35,169.35,3.024107,2.709570,0.843293,1.309855,199.10000000000036,1.3314,56,40,2.50
